"","Name","TotalM","TotalF","Dif"
"2460","Almon",1609,18,0.977873386601106
"2461","Brayton",1967,22,0.977878330819507
"2462","Aja",84,7533,0.977944072469476
"2463","Tre",5218,58,0.978013646702047
"2464","Idell",38,3425,0.978053710655501
"2465","Terrance",67601,750,0.978054454214276
"2466","Andy",85391,947,0.978062961847622
"2467","Cale",7597,84,0.978127847936467
"2468","Rickey",60995,674,0.978141367623928
"2469","Alejandra",525,47579,0.978172293364377
"2470","Elian",3996,44,0.978217821782178
"2471","Eartha",32,2913,0.978268251273345
"2472","Hazel",2652,241417,0.978268440481995
"2473","Pierce",13840,152,0.978273299028016
"2474","Audrey",2863,261010,0.978300167125852
"2475","Kwame",3467,38,0.978316690442225
"2476","Lamarr",2739,30,0.978331527627302
"2477","Ashely",70,6392,0.978334880841845
"2478","Brooke",2005,183172,0.978345042850894
"2479","Mayra",345,31639,0.978426713356678
"2480","Jerrel",2397,26,0.978539001238135
"2481","Koby",5075,55,0.978557504873294
"2482","Aiden",157918,1711,0.978562792475052
"2483","Clifford",186647,2019,0.978597097516246
"2484","Glen",124850,1348,0.978636745431782
"2485","Leandre",1391,15,0.978662873399716
"2486","Boyce",5385,58,0.97868822340621
"2487","Jodee",33,3070,0.978730261037706
"2488","Luster",1119,12,0.978779840848806
"2489","Kari",623,58332,0.9788652361971
"2490","Meena",12,1124,0.97887323943662
"2491","Antione",4609,49,0.978960927436668
"2492","Wendell",52865,562,0.978961948078687
"2493","Carol",8654,815779,0.979006177579015
"2494","Austin",391340,4144,0.97904339998584
"2495","Everette",10060,106,0.979146173519575
"2496","Venus",91,8638,0.979149959903769
"2497","Tommi",16,1519,0.979153094462541
"2498","Amer",1140,12,0.979166666666667
"2499","Opal",718,68276,0.979186595935879
"2500","Tremayne",3712,39,0.97920554518795
"2501","Lester",129483,1359,0.979226853762553
"2502","Claude",90847,953,0.979237472766884
"2503","Ronda",359,34287,0.979276106909889
"2504","Myron",44223,463,0.979277626102135
"2505","Jaylene",75,7170,0.979296066252588
"2506","Dea",17,1627,0.979318734793187
"2507","Viet",1053,11,0.979323308270677
"2508","Aj",1630,17,0.979356405585914
"2509","Adonis",6852,71,0.979488660985122
"2510","Leo",182240,1888,0.979492526937782
"2511","Oneil",1650,17,0.979604079184163
"2512","Vergie",47,4582,0.979693238280406
"2513","Cardell",2243,23,0.979699911738747
"2514","Zakia",16,1567,0.979785217940619
"2515","Gwen",294,28807,0.979794508779767
"2516","Wiley",16658,170,0.979795578797243
"2517","Daryll",1666,17,0.97979797979798
"2518","Dudley",11768,120,0.979811574697174
"2519","Tobin",4708,48,0.979814970563499
"2520","Faris",1964,20,0.979838709677419
"2521","Keri",324,31827,0.979845105906504
"2522","Blondell",15,1474,0.979852249832102
"2523","Kenji",3248,33,0.979884181651935
"2524","Buford",10835,110,0.979899497487437
"2525","Kenny",49788,505,0.979917682381246
"2526","Rayce",1085,11,0.97992700729927
"2527","Garren",1680,17,0.979964643488509
"2528","Kalynn",33,3272,0.980030257186082
"2529","Cian",2182,22,0.980036297640653
"2530","Paige",1330,131982,0.980046807489198
"2531","Foster",10719,108,0.980049875311721
"2532","Kenzi",20,1985,0.980049875311721
"2533","Tylen",993,10,0.980059820538385
"2534","Tyra",142,14108,0.980070175438597
"2535","Domanic",1093,11,0.980072463768116
"2536","Darice",13,1292,0.98007662835249
"2537","Jo",1796,178668,0.980095753169607
"2538","Raegan",138,13734,0.980103806228374
"2539","Kamal",2489,25,0.98011137629276
"2540","Marisol",315,31502,0.980199264544112
"2541","Meyer",4502,45,0.980206729711898
"2542","Winnie",228,22834,0.980227213598127
"2543","Kerrin",10,1003,0.980256663376111
"2544","Lavonte",1105,11,0.980286738351255
"2545","Beauford",1011,10,0.980411361410382
"2546","Tyrell",14660,145,0.980412022965214
"2547","Ressie",18,1823,0.980445410103205
"2548","Rori",17,1722,0.980448533640023
"2549","Kash",4458,44,0.980453131941359
"2550","Harvie",1623,16,0.980475899938987
"2551","Langdon",1015,10,0.980487804878049
"2552","Jaimee",43,4366,0.980494443184396
"2553","Joel",257532,2528,0.980558332692456
"2554","Shakir",1020,10,0.980582524271845
"2555","Kylee",422,43198,0.980651077487391
"2556","Payne",1128,11,0.980684811237928
"2557","Antwan",11614,113,0.980728233989938
"2558","Dyani",10,1028,0.980732177263969
"2559","Dash",1132,11,0.980752405949256
"2560","Ceola",21,2163,0.980769230769231
"2561","Kenan",3094,30,0.980793854033291
"2562","Ryker",13283,128,0.980911192304824
"2563","Nakita",28,2913,0.980958857531452
"2564","Fletcher",12597,121,0.980971850919956
"2565","Brayden",96518,927,0.980973882703063
"2566","Stoney",2814,27,0.980992608236536
"2567","Rubie",46,4795,0.980995662053295
"2568","Kristen",2077,216800,0.981021304202817
"2569","Kayne",1568,15,0.98104864181933
"2570","Delmar",14011,134,0.981053375751149
"2571","Les",3348,32,0.981065088757396
"2572","Kohen",1887,18,0.981102362204724
"2573","Lonny",6302,60,0.981138006916064
"2574","Donn",6522,62,0.981166464155529
"2575","Marian",1327,139707,0.981181842676234
"2576","Cecile",191,20161,0.98123034591195
"2577","Yovani",1692,16,0.981264637002342
"2578","Kerri",348,36816,0.981272198902163
"2579","Farley",1058,10,0.9812734082397
"2580","Arther",4974,47,0.981278629755029
"2581","Donte",14499,137,0.981279037988521
"2582","Cortez",9431,89,0.981302521008403
"2583","Sade",86,9124,0.981324647122693
"2584","Santa",40,4246,0.98133457769482
"2585","Avie",11,1168,0.981340118744699
"2586","Dalen",1702,16,0.981373690337602
"2587","Cleophus",2023,19,0.981390793339863
"2588","Octavia",139,14840,0.98144068362374
"2589","Elvis",16237,152,0.981450973213741
"2590","Cohen",9435,88,0.981518429066471
"2591","Journee",33,3544,0.98154878389712
"2592","Yariel",1074,10,0.981549815498155
"2593","Zayden",10319,96,0.981565050408065
"2594","Cason",6454,60,0.981578139392079
"2595","Willow",167,18068,0.981683575541541
"2596","Dona",174,18826,0.981684210526316
"2597","Karl",99394,912,0.981815644128965
"2598","Rolanda",31,3379,0.981818181818182
"2599","Danya",29,3165,0.981840951784596
"2600","Elton",20544,188,0.981863785452441
"2601","Tyrone",77601,709,0.98189247861065
"2602","Cady",20,2190,0.981900452488688
"2603","Zayn",1206,11,0.981922760887428
"2604","Kristin",1629,178712,0.981934224607826
"2605","Fabian",35876,327,0.981935198740436
"2606","Hermon",3954,36,0.981954887218045
"2607","Jonah",54606,495,0.982032993956552
"2608","Curtis",256443,2322,0.982053214306417
"2609","Demian",1550,14,0.982097186700767
"2610","Dionte",2882,26,0.982118294360385
"2611","Alla",10,1114,0.98220640569395
"2612","Floyd",153434,1377,0.982210566432618
"2613","Rema",10,1116,0.982238010657194
"2614","Codey",3125,28,0.982239137329527
"2615","Kinsley",109,12176,0.982254782254782
"2616","French",1118,10,0.982269503546099
"2617","Hosie",1231,11,0.982286634460547
"2618","Odessa",154,17267,0.982320188278514
"2619","Ruby",2996,337147,0.982383879721176
"2620","Birdie",106,11946,0.982409558579489
"2621","Kiyoshi",1128,10,0.982425307557118
"2622","Duane",114503,1015,0.982426981076542
"2623","Melvin",241310,2139,0.982427531022925
"2624","Leon",161019,1423,0.982479900518339
"2625","Josie",463,52702,0.982582526097997
"2626","Jawan",1367,12,0.982596084118927
"2627","Dillon",60379,530,0.98259698895073
"2628","Stephan",26157,229,0.982642310316077
"2629","Jamal",30388,266,0.982645005545769
"2630","Malika",36,4113,0.982646420824295
"2631","Cailin",30,3428,0.982648930017351
"2632","Tyshon",1257,11,0.982649842271293
"2633","Wendolyn",10,1144,0.982668977469671
"2634","Levy",3089,27,0.982670089858793
"2635","Alani",44,5037,0.982680574690022
"2636","Omie",10,1145,0.982683982683983
"2637","Dyamond",10,1146,0.982698961937716
"2638","Keeley",49,5623,0.982722143864598
"2639","Jossie",17,1955,0.982758620689655
"2640","Iris",645,74409,0.982812375089935
"2641","Cassie",386,44552,0.9828207752904
"2642","Renee",1587,183196,0.982823095198151
"2643","Glenn",247073,2137,0.982849805385017
"2644","Elli",17,1967,0.982862903225806
"2645","Avani",17,1969,0.982880161127895
"2646","Rochelle",401,46562,0.982922726401635
"2647","Moriah",94,10933,0.982950938605242
"2648","Norah",124,14432,0.982962352294587
"2649","Basil",12409,106,0.983060327606872
"2650","Shakur",1056,9,0.983098591549296
"2651","Khalil",14905,127,0.983102714209686
"2652","Evie",92,10811,0.983123910850225
"2653","Felix",64044,544,0.983154765591131
"2654","Baylie",26,3062,0.983160621761658
"2655","Lowell",40896,347,0.98317290206823
"2656","Frances",4965,587251,0.983232469234198
"2657","Wardell",4262,36,0.98324802233597
"2658","Tayshaun",1188,10,0.98330550918197
"2659","Mikeal",2259,19,0.983318700614574
"2660","Chante",33,3928,0.983337541024994
"2661","Ricky",219154,1841,0.9833389895699
"2662","Mercedes",369,43958,0.983351005030794
"2663","Cyril",11561,97,0.983359066735289
"2664","Avalon",23,2742,0.983363471971067
"2665","Doyle",30266,253,0.983420164487696
"2666","Colon",1318,11,0.983446200150489
"2667","Nikkia",12,1440,0.983471074380165
"2668","Tryston",1203,10,0.983511953833471
"2669","Danial",9158,76,0.983539094650206
"2670","Vicky",439,52971,0.983561130874368
"2671","Burke",3501,29,0.98356940509915
"2672","Yesenia",314,37910,0.983570531603181
"2673","Antonio",237649,1963,0.983615177870891
"2674","Tavares",2785,23,0.983618233618234
"2675","Marlee",85,10360,0.983724269985639
"2676","Mikhail",2929,24,0.983745343718253
"2677","Joslin",10,1221,0.983753046303818
"2678","Alton",46108,376,0.983822390499957
"2679","Jaya",23,2823,0.983836964160225
"2680","Juan",334902,2726,0.983852050185411
"2681","Edison",8001,65,0.983882965534342
"2682","Kaci",70,8629,0.983906196114496
"2683","Connor",183833,1485,0.983973494209953
"2684","Makiyah",20,2483,0.984019176987615
"2685","Gerrie",11,1367,0.984034833091437
"2686","Cullen",12558,101,0.984042973378624
"2687","Lovely",12,1495,0.984074319840743
"2688","Araceli",138,17194,0.984075698130625
"2689","Audra",193,24054,0.984080504804718
"2690","Samir",6735,54,0.984091913389306
"2691","Tucker",32459,260,0.984107093737584
"2692","Danna",135,16874,0.984126050914222
"2693","Makenzie",282,35332,0.984163531195597
"2694","Tyson",38597,308,0.984166559568179
"2695","Montrell",3513,28,0.984185258401582
"2696","Rocky",25503,203,0.984206021940403
"2697","Lois",2637,331580,0.984219833222128
"2698","Dejuan",5034,40,0.984233346472211
"2699","Roberto",105139,835,0.98424141770623
"2700","Kamara",12,1513,0.984262295081967
"2701","Maribel",185,23414,0.984321369549557
"2702","Leland",50329,397,0.984347277530261
"2703","Maria",4215,534600,0.984354555830851
"2704","Mickael",1396,11,0.984363894811656
"2705","Adyson",28,3556,0.984375
"2706","Dominic",146180,1150,0.984388787076631
"2707","Bret",29546,232,0.984418026731144
"2708","Blain",2168,17,0.984439359267735
"2709","Jaret",2809,22,0.98445778876722
"2710","Milo",16915,132,0.984513404118027
"2711","Earl",288116,2248,0.984515986830323
"2712","Jimmy",284499,2218,0.984528297938385
"2713","Cyle",1925,15,0.984536082474227
"2714","Holly",1541,197955,0.984551068693107
"2715","Mario",140402,1092,0.984564716525082
"2716","Desmond",29987,233,0.98457974851092
"2717","Landen",20889,162,0.984608807182557
"2718","Juniper",21,2709,0.984615384615385
"2719","Rosio",19,2454,0.984634047715325
"2720","Lanie",35,4526,0.984652488489366
"2721","Faye",518,67050,0.984667298129292
"2722","Rafael",73561,568,0.984675363218174
"2723","Jamilah",16,2078,0.984718242597899
"2724","Collis",1299,10,0.984721161191749
"2725","Rasheed",4419,34,0.984729395912868
"2726","Millie",207,26908,0.984731698321962
"2727","Zariah",51,6632,0.984737393386204
"2728","Johny",3385,26,0.984755203752565
"2729","Tysen",1303,10,0.984767707539985
"2730","Alberto",58302,447,0.984782719705867
"2731","Ronan",7045,54,0.984786589660515
"2732","Nigel",11112,85,0.984817361793338
"2733","Aaron",553615,4228,0.984841613142049
"2734","Ryne",4060,31,0.984844781227084
"2735","Verna",524,68680,0.984856366684007
"2736","Omer",8021,61,0.984904726552833
"2737","Alston",2106,16,0.984919886899152
"2738","Nichol",22,2900,0.984941820670773
"2739","Jon",164882,1250,0.984951725134231
"2740","Jose",545452,4135,0.984952336936645
"2741","Devante",7567,57,0.98504721930745
"2742","Darrell",157931,1187,0.985080254905165
"2743","Terrence",70356,527,0.98513042619528
"2744","Belen",63,8454,0.985206058471293
"2745","Ravyn",14,1880,0.985216473072862
"2746","Vinh",1346,10,0.985250737463127
"2747","Francisco",128470,954,0.985257757448387
"2748","Jarvis",16590,123,0.985280919045055
"2749","Sunshine",37,5006,0.985326194725362
"2750","Lynne",457,61842,0.985328817477006
"2751","Clay",35601,263,0.985333482043275
"2752","Braylon",12911,95,0.985391357834845
"2753","Anaiah",12,1631,0.985392574558734
"2754","Keandra",10,1363,0.985433357611071
"2755","Carlos",276199,2022,0.985464792377283
"2756","Selwyn",1366,10,0.98546511627907
"2757","Cammie",28,3831,0.985488468515159
"2758","Julio",57826,422,0.985510232110974
"2759","Finnegan",5087,37,0.985558157689305
"2760","Ramon",73636,534,0.985600647161925
"2761","Don",166492,1207,0.985605161628871
"2762","Auther",2348,17,0.985623678646935
"2763","Mavis",135,18708,0.985671071485432
"2764","Andreas",6804,49,0.985699693564862
"2765","Itzel",101,14027,0.985702151755379
"2766","Louis",391157,2815,0.985709644340207
"2767","Holden",17243,124,0.985720043761156
"2768","Mose",7660,55,0.985742060920285
"2769","Kee",1393,10,0.985744832501782
"2770","Divya",16,2232,0.98576512455516
"2771","Landin",2233,16,0.985771453979547
"2772","Desire",31,4335,0.985799358680715
"2773","Derrick",139556,997,0.98581318079301
"2774","Lamont",23106,165,0.985819260023205
"2775","Jordy",4342,31,0.985822090098331
"2776","Price",3362,24,0.985823981098642
"2777","Brandt",5333,38,0.985849934835226
"2778","Sean",411442,2928,0.985867702777711
"2779","Travis",297369,2116,0.985869075245839
"2780","Miley",75,10548,0.985879695001412
"2781","Dexter",30598,217,0.985915950024339
"2782","Griselda",61,8626,0.985956026246115
"2783","Windell",2975,21,0.985981308411215
"2784","Eula",332,47043,0.985984168865435
"2785","Alexander",620385,4362,0.986035947351488
"2786","Lanny",9540,67,0.98605183720204
"2787","Doris",3240,461498,0.986056659881482
"2788","Kellie",354,50429,0.98605832660536
"2789","Cedric",39614,278,0.986062368394666
"2790","Cali",87,12405,0.986071085494717
"2791","Xavier",116424,814,0.986113717395384
"2792","Cristy",56,8011,0.986116276186934
"2793","Alvin",157092,1098,0.986117959415892
"2794","Sari",22,3154,0.986146095717884
"2795","Minor",1722,12,0.986159169550173
"2796","Allen",264253,1841,0.986162784579885
"2797","Harris",14374,100,0.986182119662844
"2798","Rollie",3450,24,0.986183074265976
"2799","Eugene",377657,2621,0.9862153477193
"2800","Reginald",109079,757,0.986215812666157
"2801","Mitchell",160203,1111,0.986225622078679
"2802","Lew",2165,15,0.986238532110092
"2803","Paola",148,21374,0.986246631353963
"2804","Morris",69913,484,0.98624941403753
"2805","Henry",647912,4476,0.986278104440915
"2806","Randel",3619,25,0.986278814489572
"2807","Tennille",15,2172,0.986282578875171
"2808","Daveon",2319,16,0.986295503211991
"2809","Olive",349,50613,0.986303520270005
"2810","Anais",41,5965,0.986346986346986
"2811","Chester",120390,827,0.986355049209269
"2812","Zettie",10,1458,0.986376021798365
"2813","Eli",94193,646,0.986376912451629
"2814","Freddy",25096,172,0.986385942694317
"2815","Tennie",19,2777,0.986409155937053
"2816","George",1454503,9927,0.986442506640809
"2817","Rosa",1173,172217,0.986469807947402
"2818","Dustin",203149,1380,0.986505581115636
"2819","Tyrin",1622,11,0.986527862829149
"2820","Alejandro",124798,846,0.986533380026106
"2821","Heath",26839,181,0.98660251665433
"2822","Precious",124,18402,0.986613408183094
"2823","Jonelle",21,3119,0.986624203821656
"2824","Jenny",605,89946,0.986637364579077
"2825","Zelma",112,16680,0.986660314435446
"2826","Tracie",218,32499,0.986673594767246
"2827","Beckham",3283,22,0.986686838124055
"2828","Jameel",2692,18,0.986715867158672
"2829","Jerome",158849,1061,0.98673003564505
"2830","Roy",402658,2679,0.986781369576426
"2831","Luther",65708,435,0.986846680676716
"2832","Wallace",80771,534,0.986864276489761
"2833","Roosevelt",37232,246,0.98687229841507
"2834","Timmy",25467,168,0.986892919836162
"2835","Louise",2188,331760,0.986896163474553
"2836","Arla",17,2578,0.986897880539499
"2837","Alec",50235,331,0.986908199185223
"2838","Keyshawn",3646,24,0.986920980926431
"2839","Danyelle",37,5625,0.986930413281526
"2840","Kailani",17,2588,0.986948176583493
"2841","Ryon",1829,12,0.98696360673547
"2842","Danelle",46,7014,0.986968838526912
"2843","Malique",1681,11,0.986997635933806
"2844","Tierney",23,3531,0.987056837366348
"2845","Talmadge",5538,36,0.98708288482239
"2846","Hassie",10,1543,0.987121699935608
"2847","Martel",1543,10,0.987121699935608
"2848","Braden",42151,273,0.987129926456723
"2849","Dashiell",1700,11,0.987142022209234
"2850","Marvin",248942,1610,0.987148376384942
"2851","Deron",5431,35,0.987193560190267
"2852","Paityn",24,3730,0.987213638785296
"2853","Manuel",179240,1153,0.987216798878005
"2854","Kena",11,1711,0.987224157955865
"2855","Dontrell",2495,16,0.987256073277579
"2856","Malik",40466,259,0.987280540208717
"2857","Norman",251264,1603,0.987321398205381
"2858","Fernando",91610,584,0.987331062758965
"2859","Carl",501362,3193,0.987343302514097
"2860","Dolores",1336,210828,0.987405968967403
"2861","Garner",2056,13,0.987433542774287
"2862","Ed",26142,165,0.98745581024062
"2863","Clifton",69154,436,0.987469464003449
"2864","Evans",4761,30,0.987476518472135
"2865","Jax",8909,56,0.987506971556051
"2866","Terri",916,145733,0.987507586141058
"2867","Hoover",1114,7,0.987511150758251
"2868","Zaiden",4462,28,0.987527839643653
"2869","Kelvin",48472,304,0.987534853206495
"2870","Anibal",3514,22,0.987556561085973
"2871","Asia",191,30543,0.987570768529967
"2872","Lloyd",159801,999,0.987574626865672
"2873","Altha",21,3364,0.987592319054653
"2874","Kimberley",235,37736,0.987622132680203
"2875","Jase",14302,89,0.987631158362866
"2876","Erick",66247,412,0.98763857843652
"2877","Era",34,5482,0.987672226250907
"2878","Fabiola",53,8571,0.987708719851577
"2879","Dayna",87,14071,0.98771012854923
"2880","Ernest",300149,1855,0.987715394498086
"2881","Kailyn",72,11662,0.987727970001705
"2882","Melville",2269,14,0.987735435830048
"2883","Ana",591,95828,0.987741005403499
"2884","Demitrius",1784,11,0.987743732590529
"2885","Calvin",192199,1184,0.987754869869637
"2886","Jaleel",3897,24,0.987758224942617
"2887","Clarence",301910,1859,0.987760436384226
"2888","Esta",27,4387,0.987766198459447
"2889","Kaiya",33,5379,0.98780487804878
"2890","Dwayne",74664,458,0.98780650142435
"2891","Ariah",21,3438,0.987857762359063
"2892","Arthur",523145,3187,0.987889772994992
"2893","Hadlee",10,1645,0.987915407854985
"2894","Homer",60581,367,0.987956946905559
"2895","Sunni",11,1817,0.987964989059081
"2896","Rosie",474,78301,0.987965725166614
"2897","Warner",7277,44,0.987979784182489
"2898","Casen",2815,17,0.987994350282486
"2899","Claudia",755,125180,0.988009687537222
"2900","Ruben",108753,655,0.988026469727991
"2901","Maverick",10473,63,0.988041002277904
"2902","Ashlee",258,42890,0.988041160656346
"2903","Jaquan",9644,58,0.988043702329417
"2904","Nelly",38,6319,0.98804467516124
"2905","Mattie",780,130221,0.988091693956535
"2906","Nora",763,127713,0.98812229521467
"2907","Leroy",198127,1183,0.988129045205961
"2908","Addisen",6,1005,0.98813056379822
"2909","Marcus",222278,1327,0.988130855750095
"2910","Mackenzi",11,1843,0.988133764832794
"2911","Levi",114692,684,0.988143114685897
"2912","Randon",1680,10,0.988165680473373
"2913","Emerie",10,1684,0.988193624557261
"2914","Rasheeda",10,1687,0.988214496169711
"2915","Shaylin",10,1689,0.988228369629194
"2916","Fred",342535,2028,0.988228567780058
"2917","Raquel",281,47484,0.988234062598137
"2918","Kingston",14580,86,0.988272194190645
"2919","Walter",617032,3632,0.988296405140301
"2920","Raul",82085,483,0.988300552272067
"2921","Herman",135235,795,0.98831140189664
"2922","Randall",196671,1155,0.988323071790361
"2923","Nevaeh",380,64713,0.988324397400642
"2924","Jarel",1022,6,0.988326848249027
"2925","Miguel",167153,980,0.988342562138307
"2926","Rashad",14508,85,0.988350579044748
"2927","Jazmin",227,38759,0.988354794028626
"2928","Hope",489,83504,0.988356172538188
"2929","Victor",307954,1803,0.988358616593007
"2930","Wynell",6,1026,0.988372093023256
"2931","Shantel",59,10090,0.988373238742733
"2932","Pedro",85419,499,0.988384273376941
"2933","Kirkland",2055,12,0.988388969521045
"2934","Lewis",149125,870,0.988399613320444
"2935","Carlton",48209,281,0.988409981439472
"2936","Leandra",38,6541,0.988448092415261
"2937","Toya",23,3964,0.988462503135189
"2938","Tex",1896,11,0.988463555322496
"2939","Luis",259315,1504,0.988467097872471
"2940","Trevis",1725,10,0.988472622478386
"2941","Collin",72201,418,0.988487861303516
"2942","Jaxsen",1038,6,0.988505747126437
"2943","Carlo",13921,80,0.988572244839654
"2944","Roderick",45801,263,0.988581104550191
"2945","Kamran",1742,10,0.988584474885845
"2946","Preston",104389,598,0.988608113385467
"2947","Andres",76851,439,0.988640186311295
"2948","Adrienne",375,65747,0.98865733038928
"2949","Reno",3863,22,0.988674388674389
"2950","Harvey",117885,671,0.988680454806168
"2951","Alberta",399,70259,0.988706162076481
"2952","Atticus",5992,34,0.988715565881181
"2953","Mckenna",183,32270,0.988722152035251
"2954","Barney",16047,91,0.988722270417648
"2955","Vance",24345,138,0.988726871706899
"2956","Lillie",873,154125,0.988735338520497
"2957","Ben",81682,462,0.98875146084924
"2958","Sanai",15,2661,0.988789237668162
"2959","Joyce",2845,506131,0.988820690955959
"2960","Estill",1246,7,0.988826815642458
"2961","Darren",100066,562,0.988830146678857
"2962","Deja",86,15323,0.988837692257772
"2963","Jamaal",8022,45,0.988843436221644
"2964","Tj",1785,10,0.988857938718663
"2965","Hala",7,1253,0.988888888888889
"2966","Jarrell",3942,22,0.988900100908173
"2967","Darius",48825,272,0.988919893272501
"2968","Lydell",1796,10,0.988925802879291
"2969","Jeffery",228078,1268,0.988942471200719
"2970","Brandon",740842,4117,0.988947042723157
"2971","Annie",1922,346095,0.988954562564472
"2972","Effie",241,43439,0.988965201465202
"2973","Lavar",1983,11,0.988966900702106
"2974","Oscar",192206,1065,0.988979205364488
"2975","Tevin",10655,59,0.988986372969946
"2976","Jorge",124453,689,0.988988509053715
"2977","Julius",74099,410,0.988994618099827
"2978","Mae",601,108675,0.989000329441048
"2979","Constantine",5608,31,0.989005142755808
"2980","Deonte",7419,41,0.989008042895442
"2981","Danny",280678,1549,0.989023020476425
"2982","Iverson",1093,6,0.989080982711556
"2983","Ramone",2190,12,0.989100817438692
"2984","Gabrielle",705,128684,0.989102628507833
"2985","Makiya",14,2556,0.989105058365759
"2986","Chanel",85,15528,0.989111637737783
"2987","Yahir",9152,50,0.989132797217996
"2988","Haley",826,152068,0.989195128651222
"2989","Cordero",1657,9,0.989195678271308
"2990","Alison",589,108541,0.989205534683405
"2991","Claudio",4981,27,0.989217252396166
"2992","Jenesis",12,2215,0.989223170184104
"2993","Kaelyn",69,12746,0.98923136948888
"2994","Alfredo",52706,285,0.989243456435999
"2995","Wilma",754,139638,0.989258647216366
"2996","Mikki",11,2038,0.989263055148853
"2997","Kiya",18,3336,0.989266547406082
"2998","Giovanny",5571,30,0.989287627209427
"2999","Jeremy",427665,2302,0.989292201494533
"3000","Consuelo",90,16754,0.989313702208501
"3001","Alfred",240853,1292,0.989328708005534
"3002","Cristina",270,50368,0.989336071724792
"3003","Arnold",102647,550,0.989340775410138
"3004","Nelson",75605,405,0.989343507433232
"3005","Gerald",446298,2387,0.989360018721375
"3006","Ethel",1490,278626,0.989361550214911
"3007","Javier",91276,488,0.989364020748878
"3008","Dandre",6922,37,0.989366288259808
"3009","Jim",152704,816,0.989369463262116
"3010","Sione",1126,6,0.989399293286219
"3011","Fox",1316,7,0.989417989417989
"3012","Landon",130400,692,0.989442528910994
"3013","Orlando",45610,242,0.989444299049115
"3014","Franklin",133268,707,0.989445792125397
"3015","Jasmine",1253,236389,0.989454726016445
"3016","Alexxis",6,1134,0.989473684210526
"3017","Milton",116310,615,0.989480436177037
"3018","Guy",89144,471,0.989488366902862
"3019","Ricardo",135005,713,0.98949291914116
"3020","Albert",485456,2560,0.989508540703584
"3021","Gilbert",128195,674,0.989539765187904
"3022","Amparo",17,3241,0.989564149785144
"3023","Dora",550,104946,0.989573064381588
"3024","Armando",70065,367,0.989578600636075
"3025","Macey",51,9737,0.989579076420106
"3026","Malachi",38188,200,0.989580077107429
"3027","Petra",67,12807,0.989591424576666
"3028","Charles",2364332,12368,0.989592291833214
"3029","Sherman",38819,203,0.98959561273128
"3030","Rico",8610,45,0.989601386481803
"3031","Lorenzo",58052,303,0.989615285751007
"3032","Danielle",1895,363274,0.989621243862431
"3033","Octavius",2879,15,0.989633724948169
"3034","Velma",450,86579,0.989658619540613
"3035","Dusti",9,1733,0.989667049368542
"3036","Kizzy",12,2312,0.989672977624785
"3037","Leeland",1929,10,0.98968540484786
"3038","Harlan",22583,117,0.989691629955947
"3039","Ivan",121046,627,0.989693687177928
"3040","Blanca",126,24331,0.989696201496504
"3041","Warren",173241,897,0.989697825862247
"3042","Shantell",26,5022,0.989698890649762
"3043","Everett",92919,481,0.989700214132762
"3044","Leticia",215,41536,0.989700845488731
"3045","Kasie",21,4061,0.989710926016659
"3046","Damon",61129,316,0.98971437871267
"3047","Dan",105508,545,0.989722120072039
"3048","Emmanuel",65409,337,0.989748425759742
"3049","Cydney",25,4856,0.989756197500512
"3050","Juana",88,17099,0.989759702100425
"3051","Kimberly",4258,828102,0.98976885001682
"3052","Jarren",1945,10,0.989769820971867
"3053","Wilbur",56554,290,0.989796636408416
"3054","Keith",432537,2216,0.989805705768563
"3055","Isai",5282,27,0.989828592955359
"3056","Cleve",4503,23,0.989836500220946
"3057","Memory",6,1175,0.989839119390347
"3058","Emmer",11,2155,0.989843028624192
"3059","Lorena",219,42930,0.989849127442119
"3060","Lorrie",88,17259,0.989854153455929
"3061","Tavion",2555,13,0.9898753894081
"3062","Theodora",49,9638,0.989883348818003
"3063","Hattie",494,97208,0.989887617448977
"3064","Francisca",61,12004,0.989888106092002
"3065","Frank",907417,4611,0.989888468336498
"3066","Marco",66553,338,0.989894006667564
"3067","Elsie",886,174522,0.989897838182979
"3068","Thelma",1142,225136,0.989906221550482
"3069","Terence",33543,170,0.989914869634859
"3070","Andreina",6,1185,0.98992443324937
"3071","Virgel",1187,6,0.989941324392288
"3072","Damien",51475,260,0.989948777423408
"3073","Jamar",14484,73,0.989970460946624
"3074","Edwin",236943,1192,0.9899888718584
"3075","Courtnee",8,1594,0.990012484394507
"3076","Piper",153,30504,0.990018592817301
"3077","Michael",4309198,21607,0.990021716516906
"3078","Dalton",77387,388,0.9900225008036
"3079","Anthony",1403114,7028,0.990032209522162
"3080","Margarita",195,38964,0.990040603692638
"3081","Bev",5,1003,0.990079365079365
"3082","Stacie",194,38919,0.990080024544269
"3083","Aayden",1006,5,0.990108803165183
"3084","Glynis",10,2014,0.990118577075099
"3085","Gabriela",370,74536,0.990120951592663
"3086","Minnie",787,158565,0.990122496109243
"3087","Djuan",1411,7,0.990126939351199
"3088","Bernard",198416,984,0.990130391173521
"3089","Omar",89955,446,0.990132852512693
"3090","Justin",762538,3780,0.990134643842373
"3091","Lourdes",69,13925,0.990138630841789
"3092","Georgia",727,146740,0.990140166952606
"3093","Eric",865947,4283,0.990156625259989
"3094","Kristopher",60118,297,0.990168004634611
"3095","Junior",39480,195,0.990170132325142
"3096","Naja",6,1215,0.99017199017199
